student_id,toan,ngu_van,ngoai_ngu,vat_ly,hoa_hoc,sinh_hoc,lich_su,dia_ly,gdcd
37006062,5.6,6.75,4.8,,,,,7,8
37008059,3.6,6.25,,,,,5.5,6.5,
37010062,8,7.75,8,,,,9.5,7.6,8.25
37004057,7.6,7,6.2,,,,8.75,8,7.75
37014059,5.8,8,5,,,,9.25,9,9.75
37016059,7.2,7.75,5,,,,,8.25,
37012062,7.6,6.5,6,3.5,5.25,6.5,,,
37002062,7.8,7.5,7.8,8,3.75,5.75,,,
37006229,7.4,7.75,5.6,4.25,8.5,8.5,,,
37002229,6.6,6.5,6.2,,,,,6.75,7.5
37014215,6.8,6.5,5.4,,,,8,7.25,7.5
37008217,5,6,,,,,7.25,6.75,
37004210,3.4,5.75,4,,,,4.75,6,5.75
37012228,6.4,6,4.8,,,,,6.75,7.75
37010229,8.8,7.75,,8.5,7,7,,9.6,
37006230,6.4,6,5,,,,,6,7.75
37016216,7,7.25,6,,,,,9,
37002230,7.4,8,6.6,6,5.5,6.75,,,
37014216,6.8,7.5,6.8,7.5,6.75,7.5,,,
37008218,5.6,6.25,5.4,,,,7,7,8.75
37004211,7.2,8,4.2,,,,5.5,7.5,
37012229,7,8,6.4,7.5,5.75,6.25,,,
37010230,8.4,7.75,,7.75,5.25,5.75,,8.6,
37006231,8.4,8.75,8.4,8.5,9,8,,,
37016217,3.4,5,4,,,,,4.75,
37002231,7.8,6,6.6,6.5,6.25,4.75,,,
37014217,5.6,7,6.6,,,,8,7.25,8.5
37008219,4.4,5.25,,,,,7.75,6.75,
37012230,8.2,8,6,8.5,8.75,7,,,
37004212,7.6,7.5,4,,,,6,6.25,7.5
37010231,8.2,4.75,,7.25,6.25,7.25,,8,
37006232,7.4,9.5,7.4,8.5,7.75,8.25,,,
37002232,7.6,6,7,7,5.25,5.75,,,
37016218,6,7.25,4,,,,,5.5,
37014218,5.8,5,6.8,,,,6.75,6.75,8.25
37008220,7.8,6,4.4,4.25,5.5,5,,,
37012231,7.2,8.5,6,6,5.75,5.75,,,
37004213,9,5.75,6.2,6,9.75,8.25,,,
37010232,7.2,6,,5.75,7,6.5,,6.6,
37006233,6.4,7,6,3.75,4.5,6.25,,,
37002233,7,4.25,5,,,,,2.75,6.5
37016219,5.6,7,6.4,,,,,8.25,
37014219,8,7.25,7.4,,,,7.75,6.5,9.25
37012232,8,7,6.6,8.25,4.75,4.25,,,
37008221,6.4,5.75,4.8,,,,6.5,7.5,9
37010233,8.2,6.75,,7.75,6.25,5.5,,7.8,
37004214,7.8,7.75,6.6,,,,6.25,6.75,8.25
37006234,8.2,7.75,6.6,8.25,6,5.75,,,
37002234,7.8,6,6,,,,,7,7.75
37016220,4.6,3.75,,,,,,6,
37014220,8,8,7,,,,7.75,8.25,9.75
37012233,5.4,7.25,5.2,,,,,7.5,8
37008222,6.8,5,5.4,,,,6.5,6.5,8
37010234,5.2,7.25,7.5,,,,7.5,3.6,6.75
37006235,7.4,7.75,5.6,8.75,8.5,7,,,
37004215,7.2,8.5,6.6,,,,5.5,6,9.25
37002235,8,7.25,4.4,7.5,8,5.75,,,
37016221,3.2,6,4,,,,,5.75,
37014221,7.2,6.5,7.4,,,,7.25,8,7.75
37012234,8.8,8.75,5.2,,,,,8.5,9.75
37006063,7,7,7,5.5,7.5,5,,,
37008223,5.4,7.5,,,,,6.75,7,
37010235,7.2,7.5,7.25,,,,8.5,5.6,7.75
37006236,7.2,7.5,4.4,7.75,7,4.5,,,
37004216,8.4,5,4.2,5.5,9,9.25,,,
37002236,7.6,5.75,9,3,5.75,6,,,
37016222,4,7,4.2,,,,,5.75,
37014222,7,6.75,7,,,,7.75,6.75,9
37006064,5.4,6.5,4.2,,,,,6.75,7.75
37012063,6.4,6.5,4.8,,,,,6.5,8.25
37010063,8.4,7,,7.5,7.75,6.5,,5.6,
37002063,8,8.5,8,8.25,8,7.5,,,
37014060,4.4,6.25,4.4,,,,6.5,5.25,5.25
37016060,5.8,6.5,6.4,,,,,7.5,
37004058,6.6,6,8.8,7.5,7.5,6,,,
37008060,5.2,4,,,,,5.5,4.75,
37006065,5,5.75,4.8,,,,,6.5,7.5
37012064,8.4,7.5,6,6.75,7.25,8.25,,,
37010064,8.2,6.75,,8,5.75,8,,8,
37002064,8.2,8.25,9,7.25,4.5,5.5,,,
37014061,6.4,7.5,5.6,,,,7,9,8.25
37016061,4.8,5.5,3.8,,,,,6.5,
37004059,8,6.25,7.2,7.5,9.25,6.5,,,
37008061,5,4.5,3.4,,,,6.25,7,7.75
37006066,7.4,8,7.6,,,,,7.25,8.25
37012065,6.6,7.5,5.4,,,,,7.75,8.5
37010065,8.2,6,,8,6.75,6.5,,4.6,
37002065,7.2,7.25,7.4,4,5.75,6.75,,,
37014062,7.8,6.75,4.2,6.75,7.5,6.75,,,
37004060,6,6.25,5,,,,5.75,6.75,8.75
37016062,5.6,7,4.6,,,,,7.75,
37008062,2.2,6,,,,,5,5.25,
37006067,6.4,8,5.4,,,,,7.75,8.75
37010066,7.4,4.75,,8,8.75,6,,4.8,
37012066,7.8,7.75,6,8,9.25,6.75,,,
37002066,8.2,6.75,6.6,6,6.75,6.75,,,
37014063,3.8,7,5.2,,,,6.75,7.5,8.25
37004061,6.4,6.25,4.4,,,,5.5,6.5,7.25
37016063,6,6.5,4.4,,,,,7.5,
37006068,5.6,6.25,4.2,,,,,6,7.25
37008063,6,7.5,5,,,,7.5,9,7.75
37010067,7.6,8,8,,,,8,5.2,8
37012067,7,7,3.2,,,,,7.75,8.25
37002067,5.8,5.5,,,,,,5.5,
37014064,4.4,6.25,4.2,,,,4.5,7.75,8.25
37004062,4.2,3.5,,,,,4.5,7.25,
37006069,6,6.25,4.2,,,,,6.5,7
37016064,4,6.75,4.4,,,,,5.75,
37008064,5.4,5.25,4,,,,5,8.75,8.25
37010068,8.2,5.5,,7.75,9,5,,3.8,
37002068,6.2,5.25,,,,,,6.5,
37012068,6.6,7.25,6.8,,,,,6.75,8.5
37014065,9.2,6.75,4.4,8.75,8,6.5,,,
37006070,6.4,8.25,6,,,,,8.75,9.25
37004063,5.4,4.75,,,,,6.5,6.25,
37008065,7.6,7.75,4.8,7.5,7.75,6.25,,,
37016065,6.6,7.5,3.8,,,,,8,
37010069,7.8,7,,7.5,9.5,8.5,,6,
37002069,8.4,8.5,7.8,,,,,7.75,7.75
37012069,8,7.5,6.2,3.75,5.25,5.25,,,
37006071,3.6,5.25,3.4,,,,,5.5,6.75
37014066,4.6,6.5,4.2,,,,6,6.5,7.5
37004064,5.8,6.75,3.2,,,,6.75,8,8.75
37016066,4.2,6.5,,,,,,7.25,
37008066,7.4,7.25,4.2,,,,7.5,8.25,9.25
37010070,9.2,6.5,,9.25,9.75,5.5,,5.6,
37002070,5.2,5.75,3.8,,,,,5.75,7.5
37012070,8,7,6.2,4.75,5.5,5,,,
37006072,6.2,7,4,,,,,5.5,8.75
37014067,5.4,5.5,4.8,,,,5.5,8,8
37016067,6.6,6,,,,,,6.5,
37004065,4.8,7.5,2.8,,,,7.25,8.25,9
37008067,7,8.5,5.8,,,,8.25,7.75,8.5
37010071,8,6.5,,7.5,5.5,5.75,,5.4,
37002071,7.6,6.25,8.4,8,6.75,6,,,
37012071,8.2,7.75,6,7.25,8.5,7.25,,,
37006073,6.4,7.75,6,,,,,9.75,8.75
37014068,8.6,7.5,4,8,8,7.75,,,
37016068,3.2,5.5,3.8,,,,,6.5,
37004066,6.6,7,4.4,,,,7,8.75,8.5
37008068,5,7,4.2,,,,5.5,7.5,7.75
37010072,7,7,,8.75,7.25,6.25,,5.2,
37002072,6.6,4.25,,,,,,6.75,
37012072,7.6,8.75,6.8,,,,,8.75,9.5
37006074,5.4,5.5,5.6,,,,,7.75,9.25
37014069,5,6.5,4.2,,,,4.25,7.5,5.75
37016069,5.4,6.75,3.6,,,,,7.5,
37004067,5.2,7,,,,,6.5,7,
37008069,4.4,7,3.6,,,,6,7,8
37010073,7.6,7.75,,6.5,3.75,4.5,,6.8,
37002073,7.8,6.25,8.2,7,6.5,6.5,,,
37012073,8.4,8,7.6,3.75,8,6,,,
37006075,7.2,8,8.4,8,7.25,6.25,,,
37016070,5.8,5,3,,,,,6.25,
37014070,7,7.5,5,7.75,6.5,5.5,,,
37004068,4.6,7,4.2,,,,6,6,7.75
37008070,5.8,7.75,3.6,,,,5.5,8.75,8
37010074,8.4,6,,5.5,8.5,8.75,,7.2,
37002074,7.2,8,7.6,8,6.75,7.75,,,
37012074,7.2,8.25,6,,,,,8,9
37006076,8.2,7.5,8,7.25,4.75,7.75,,,
37016071,4.2,6,3.8,,,,,6.25,
37014071,7.4,8.5,6.4,,,,6.5,6.75,7.25
37008071,5.4,7.5,5,,,,7,8.75,9.25
37010075,6.6,6.75,9,,,,9,6.2,8.25
37002075,7.2,8,8,7.25,5.25,7,,,
37012075,8.2,7.25,5.6,,,,,8.75,9.75
37004069,3.4,5.75,,,,,7.25,7,
37006077,5.8,5.5,5.4,,,,,7.25,8.25
37008072,7.4,6.5,7,,,,6.5,8.5,7.25
37016072,5.2,4,,,,,,7.5,
37014072,7.8,7.75,8.6,9,7,7.5,,,
37010076,8.8,6.75,,8.5,7.25,6.5,,7.4,
37002076,2,5.5,,,,,,5.25,
37012076,7.2,6.75,9,6.75,5.75,6.25,,,
37006078,7.2,8.5,6,,,,,8.5,8.75
37004070,5.6,6.25,5,,,,6,6.25,7.5
37008073,7.4,5.75,5.4,6.25,6.25,5.25,,,
37010077,7.8,7,,8.25,5.5,3.25,,7.8,
37016073,6,7.25,5,,,,,7.25,
37002077,8.8,6.75,6.8,9.25,6,5,,,
37014073,4.2,5.25,3.6,,,,6.25,6.5,7
37012715,3.8,6.5,,,,,,5,
37012077,8,7,5.6,6.75,6.5,7.25,,,
37006079,8,7,7.6,9,7.5,7.25,,,
37004071,8,7.25,9.2,,,,9.5,9.75,9.5
37010078,7.8,7.25,,8.25,8.5,5.75,,6.6,
37002078,2.2,5.25,,,,,,6.25,
37008074,7,6.75,5.6,,,,6.5,8.25,9.25
37012078,7.2,6.25,5,5.75,5,5.75,,,
37014074,8.4,7.5,4.8,8.5,9,8.5,,,
37016074,3.2,5,,,,,,5.75,
37006080,8.2,6.75,8.8,7.5,8.75,8,,,
37004072,6,6.25,,,,,8,7,
37010079,7.4,5.5,7.25,,,,7.25,4.2,6.75
37002079,8.2,7.5,8.2,8,9,6.75,,,
37012079,7.8,5.5,3.4,6.5,6.75,5.5,,,
37008075,3.8,2.25,,,,,2,4.25,
37014075,4.6,7.5,3.6,,,,6.75,7.5,8.5
37016075,3,6,,,,,,6.25,
37006081,8,9,8.6,6,5.75,7.75,,,
37004073,7.8,6.5,,,,,7,6,
37010080,7,6.75,,7.5,6.5,4.5,,5.8,
37002080,8,6,8.8,7.75,6.5,4.75,,,
37012080,6.6,6.5,4.4,6.5,6.25,4,,,
37008076,8,6.75,3.6,8.25,8.5,6,,,
37014076,4.4,7.25,3.8,,,,5,7.25,8.5
37016076,7,7.5,5.4,,,,,7.25,
37006082,5.8,6.5,5.6,,,,,7,8.75
37004074,6.6,6,6.6,,,,6.5,6,7
37010081,8,7.75,8.25,,,,8.25,7.4,6.5
37002081,8,6.75,8.4,6.25,7.5,6.75,,,
37012081,3.8,6.25,4.6,,,,,8.25,8.5
37008077,4,2.25,,,,,4.25,4,
37014077,4.6,7,4.4,,,,4.75,5.5,7.75
37016077,3,5.25,4.4,,,,,5,
37006083,6.6,7.75,5,,,,,7.5,8.5
37004075,5.4,6,5.6,,,,6.75,5.75,8.25
37010082,8,7,,8,6.25,5.75,,5.4,
37002082,6,7.5,6,5.25,7.5,5.5,,,
37012082,7.4,6.5,6.4,7,8,6.75,,,
37008078,2.4,5.5,,,,,4.5,6.25,
37016078,4.4,7.25,5,,,,,7.75,
37014078,4.2,5.5,4.2,,,,5.25,8,7.75
37006084,3.8,6.5,3.8,,,,,6.5,7.5
37004076,6.8,7.25,5.4,,,,5.5,5.75,8.75
37010083,8,7.5,,8,6,5.25,,6.2,
37002083,7.4,7.5,8.2,,,,,8.5,8.5
37012083,7.4,7.75,7,,,,,7.75,8.75
37008079,6.8,7.25,5.2,,,,8.5,8.5,9
37016079,6.8,7.25,4.8,,,,,7,
37006085,6,7.25,5.2,,,,,7,8
37014079,7.4,7.75,5.2,6.5,6.5,7.5,,,
37010084,7.4,6.25,,7.25,7.75,5.5,,7,
37002084,7.6,7.25,9,5.5,7,6.25,,,
37012084,8.2,9,6.6,,,,,7.5,8.5
37004077,7.4,7,7,,,,6.5,8.5,8.5
37008080,8,7.75,6,7,8,6,,,
37006086,7.6,5.5,4.2,6.25,4.5,6.75,,,
37016080,8.6,8.25,6.4,,,,,9.75,
37014080,6.8,6.25,6.2,3.75,5.5,7.25,,,
37010085,8.2,7.5,,7.75,7,7.25,,8.2,
37002085,8.2,7.25,8.4,6.25,9.5,6.75,,,
37012085,7.8,8.75,7.8,7.5,6,5.5,,,
37004078,5.6,6.75,5.4,,,,5.25,7.5,8.5
37008081,7,6.5,5.6,,,,6.5,6,8.5
37006087,3.8,3.5,3.4,,,,,6.25,7
37016081,3.8,5,4.6,,,,,5,
37014081,5.8,7.25,4.6,,,,6,8,8.75
37010086,7.6,7,6.5,,,,8.25,5.6,6.75
37002086,8.8,5.5,9.6,7.25,6.5,6.25,,,
37012086,4.8,6.5,3.2,,,,,6.75,7.25
37004079,7.6,6.25,6,,,,6.75,8,7.75
37008082,4,5,4.4,,,,5,5.75,7.25
37006088,7.4,8.5,4.6,,,,,7,9.5
37016082,3.2,5,,,,,,4.75,
37014082,5,6.5,4,,,,5.25,7.5,8
37010087,5.2,5.75,6.25,,,,7,6.4,8
37002087,7.6,8.25,5.6,7,7,8.25,,,
37012087,8,8,7.4,5,6.5,6.25,,,
37004080,5.4,4.75,4.2,,,,5,7,6.75
37006089,5.8,5,4.6,4.5,4,4.75,,,
37008083,7.8,6.75,7.6,7.75,7,5.75,,,
37016083,5.4,3.5,5.4,,,,,7.75,
37014083,5.2,6.25,4.4,,,,3.75,6.5,7.25
37010088,7.4,8,6.75,,,,8,9,7.75
37002088,8.8,7.5,9.2,8.25,6.75,7,,,
37012088,6.2,6.75,2.4,,,,,6.25,8.5
37006090,7.6,6.5,8,7.25,4.5,6.5,,,
37004081,6.2,5.75,4.8,,,,5.5,6.5,7
37008084,6,7,7,,,,5.5,7.25,7
37016084,4.8,6.25,,,,,,5,
37014084,6.8,8,4.6,,,,8.75,8.25,9.75
37010089,7.8,6,,6.75,7.75,7,,5.6,
37002089,7.6,8.75,7.8,,,,,6.75,7.25
37012089,7.2,8,8.4,7.75,6.25,6,,,
37006091,8.2,7.75,7,8.5,6.75,7.5,,,
37004082,6.8,7.25,5,,,,8.25,7.75,9
37008085,4.2,6.25,,,,,5.5,7,
37016085,5.6,5.25,4.2,,,,,6.75,
37014085,5.4,6.5,4.4,,,,6,7,8.5
37010090,7.2,7.25,7.5,,,,8.25,7.2,6.75
37002090,6.4,5.25,,,,,,5.25,
37012090,8,8.75,5.2,,,,,6.25,8
37006092,5.2,6.25,4,,,,,6.75,8.25
37004083,5.4,6.25,4.4,,,,7.75,6.5,8.25
37008086,7.2,5.5,4.8,,,,7,7,7.5
37016086,6.8,6.25,4.8,,,,,8.5,
37014086,6,7.5,3.8,,,,6.75,8,8.5
37010091,8.4,6.75,,8.5,6,6.5,,7.2,
37002091,6.2,5.25,,,,,,7.25,
37012091,6.6,7.5,4.8,,,,,7.75,8.5
37006093,7,7,4.8,,,,,7.5,9
37008087,8.2,4.25,4.4,8,7,4.5,,,
37004084,5.4,5,,,,,6.5,5.5,
37016087,4.2,4.5,4.6,,,,,5.25,
37014087,4,6.75,4.2,,,,5.5,7.75,7.5
37010092,6.8,7.25,7,,,,8.5,8.8,7.5
37002092,8,8.5,7.2,,,,,7.75,8
37012092,7.6,7.75,6.4,8.75,4,7,,,
37006094,7.2,8,5,,,,,8,9.25
37008088,7.2,7,5.6,,,,7,7.25,8.75
37004085,7.2,7.5,7.6,,,,9.25,9.5,8
37016088,5.6,4.5,2.4,,,,,9,
37010093,5.2,6.5,6.75,,,,7.25,5,7.5
37014088,4.6,7.25,3.8,,,,6.75,7.25,8.5
37002093,8,7.75,9,7.25,6,5.5,,,
37012093,5.6,4.75,3.6,,,,,6.25,6
37006095,8.2,8.25,6,,,,,8.75,7.5
37004086,5.6,6,,,,,4.5,6.75,
37008089,7,6,6.4,,,,7.75,7.25,8.25
37016089,6.8,7.25,4,,,,,8,
37010094,8.2,7.25,,8.75,5.75,6.75,,8,
37002094,8.8,6.75,7.8,5.5,7.75,6.25,,,
37014089,4.2,6,3.6,,,,4.5,7,8.25
37012094,4.6,8,5.6,,,,,8.75,9.25
37006096,6.6,7.75,6.6,,,,,8.25,8
37008090,5.6,7,5,,,,6,7.5,7.5
37004087,7.2,4.5,6.8,,,,6.5,7.75,9
37010095,8.4,7.75,,8.75,7.75,6.25,,5,
37016090,5.4,5.25,5.4,,,,,5.75,
37002095,7.2,8,8,,,,,6.75,8.75
37014090,2.8,7.25,2.8,,,,4.25,7.5,8
37012095,7.6,8.25,6.6,,,,,8,9.75
37006097,4,7.5,4,,,,,7,7
37008091,6.2,6.75,4.6,,,,6.5,5.75,8.5
37010096,8.4,8.75,7.25,,,,8.75,8.8,8.25
37004088,7.4,4.75,,,,,6.5,5.25,
37002096,8.8,8.25,8,7,9,8.5,,,
37016091,6.6,5.75,4.6,,,,,7.75,
37012096,6.2,6.75,4,,,,,7,8
37014091,5.8,5.5,2.8,,,,4.75,6.25,7
37006098,6.8,7.5,4.6,,,,,5.75,8.75
37008092,6.8,6.25,7.8,,,,6,6.75,8
37010097,7,7,8.25,,,,7,4.6,6.75
37002097,8.2,8,7.2,5.75,7.5,7,,,
37004089,7.6,7.25,5.4,,,,6,6.75,8.25
37012097,7,5.75,3.6,,,,,7.25,7.5
37016092,6.8,5.5,5,,,,,7.25,
37014092,2.4,6,2.4,,,,5.75,7.5,7
37006099,6.8,8,4.8,,,,,7.75,9.5
37010098,5.2,8.25,,7.5,6.25,8,,6.4,
37008093,6.6,4,6.4,,,,7,7.25,7.75
37002098,8.2,8.25,7.4,8.25,5,5.5,,,
37004090,7,7,6,,,,5.75,7.75,8.5
37012098,7,8.75,4.6,,,,,8,8.75
37016093,7.8,7.25,4.4,,,,,8,
37014093,3.4,6.25,2.6,,,,5.5,6.5,7.75
37006100,5.4,8,5.4,,,,,7,9.25
37010099,7,8.25,8.75,,,,9.5,8.4,8.5
37002099,7.6,8.25,8.4,7.75,7.25,7,,,
37008094,3.2,4,,,,,7.25,5,
37012099,6.8,7.5,3.8,,,,,7,8.25
37004091,5.6,7.75,,,,,6,7.25,
37016094,5.8,5.25,6,,,,,7.5,
37014094,5.6,7.75,3.2,,,,5,8,8.5
37006101,6.2,8.75,5.2,5,4.25,7.25,,,
37010100,8.4,7,,7.75,6,8,,7.8,
37002100,5.2,8.5,6.4,,,,,7.75,9.25
37008095,5.2,6,,,,,7.75,6,
37012100,5,7,3.6,,,,,8.25,8.75
37004092,3,7,,,,,3.25,7,
37016095,6.6,7.5,5.2,,,,,8,
37014095,8.4,7.75,6.2,8.5,7.5,7.75,,,
37006102,7.2,8.5,6.8,6.75,7,6.25,,,
37010101,7.8,6.25,,7.5,6.75,6.5,,4.4,
37002101,7.8,8,9.6,6.25,8.75,8,,,
37008096,6.8,7.5,5,,,,8,7.75,8.5
37012101,8.4,6.75,6,8.25,7.5,5.75,,,
37004093,3.6,6.25,4.8,,,,4.25,5.75,5
37016096,5.4,5.75,5.4,,,,,7,
37014096,8.2,8,8,,,,7.5,7.5,8.25
37006103,6.4,8.25,6.4,,,,,7.5,8
37010102,8,7.75,,8,8.75,5.75,,4.8,
37002102,8.4,7.5,9,7.5,8,6.25,,,
37012102,5.4,5.5,4.8,,,,,6,6.5
37008097,7,5.75,5.2,7.5,6.5,6,,,
37004094,6.4,6,5.2,,,,6,6.75,7.75
37016097,5.6,7.5,5.2,,,,,8.5,
37014097,9,8.25,9.8,,,,7.25,7.5,9.25
37006104,7.6,7.5,5.2,,,,,6.75,9.5
37010103,8.2,7.5,,7.5,6,5.25,,5.8,
37002103,8.4,7.25,6.4,7.5,8.5,3.25,,,
37012103,6.6,7.5,6,,,,,8,6.75
37008098,3.8,3.75,7.4,,,,8,6.75,6.75
37004095,6.8,6.75,5,,,,6.75,7.25,8.25
37006105,7.2,6.25,6.4,,,,,9.75,9.75
37016098,5.8,6.25,4.2,,,,,6.75,
37014098,5,7,4,,,,5,7.5,9.5
37010104,7.6,7.25,6.25,,,,8.75,8.4,9.25
37002104,7,7.25,9.6,5.25,6.5,5.75,,,
37012104,7.4,7.75,8.2,7.75,5.75,7.25,,,
37008099,1.6,5,,,,,6,5.75,
37006106,6.2,7.75,5.6,,,,,8,8.5
37004096,6.4,3,,,,,7.25,7.5,
37014099,6.2,7.75,5.8,7,5,7.25,,,
37016099,5.6,6.25,4.6,,,,,7.25,
37010105,5.8,7.25,6.75,,,,7.75,3.8,8.25
37002105,6,6.75,4.2,,,,,5.25,7.5
37012105,7.2,7.25,5.6,,,,,6.75,7.75
37008100,4,5.25,,,,,7,5.75,
37006107,6.8,7.75,5,,,,,6.75,8.75
37014100,3,5.5,4.4,,,,7.25,6.25,9
37016100,5.2,7.5,3.2,,,,,6.75,
37004097,6.4,6,3.6,,,,4.75,6.5,7
37010106,8.6,7.5,,8.25,8.5,6,,6.6,
37002106,7.6,6.5,7.8,7,4,5.75,,,
37012106,6.2,8.5,4.4,,,,,7.25,8.25
37008101,5.4,4.25,6.4,,,,8.75,9,6.5
37006108,6,7.75,5.6,,,,,7.5,8.75
37014101,6.8,7,5.2,,,,6.75,6.75,8.75
37016101,6.2,5,3.2,,,,,7.25,
37004098,5.4,6,4.4,,,,7.75,7,8
37010107,8,6.75,,8,5.5,5.25,,5.2,
37002107,6,6.75,5.6,,,,,6.25,7.5
37012107,7.8,8.75,5.8,4,3.25,5.75,,,
37008102,5.6,5.75,5,,,,9.25,9,8.5
37006109,7,6.75,6.2,6,7,6.25,,,
37014102,5.4,8.25,6.4,,,,8.25,8.75,8.5
37016102,5.6,7.25,4,,,,,6.5,
37004099,6.4,7.25,6.6,,,,8,9.25,9.75
37010108,7.8,6.75,,8,8.5,7.5,,7.8,
37002108,5.6,6.75,9.4,,,,,7.5,8.25
37012108,7.4,6.75,5.2,,,,,8.75,7.75
37008103,6.6,8,6.8,,,,7.5,7.75,8.75
37006110,5,6.25,4,,,,,7,8.75
37014103,4.2,7.5,4.8,5,5.5,7.25,,,
37016103,8,6.5,4.2,,,,,8.75,
37004100,7,7,4.8,,,,6,7.25,7.5
37010109,7.6,7.5,,7.75,6.75,5.75,,5,
37002109,7.8,7.5,8.6,7.75,6.25,6,,,
37012110,6.8,8.5,5.6,,,,,7.75,8.25
37008104,3.2,6.75,,,,,4.5,5.5,
37006111,7.4,6.75,5,5.5,4,8,,,
37014104,6.6,8.5,5.8,,,,8.75,8.5,9
37016104,6.2,7.75,4.6,,,,,7.5,
37004101,5.4,3.25,,,,,6.75,6.5,
37010110,7.2,7.25,,6.5,6.25,5.25,,8,
37002110,6.6,7.25,7.4,7,6.25,6,,,
37012111,7.2,8.25,8,6,4.5,7.25,,,
37006112,7.8,6.5,8.8,7.75,6.25,5.75,,,
37008105,8.2,6.25,5,5.75,4.25,5,,,
37014105,4.6,7.25,5,,,,6.25,7.75,8.5
37010111,8,6.75,7.25,,,,7,7.6,7.25
37016105,6.4,6.75,5.6,,,,,7.75,
37004102,6.2,5,,,,,5.75,4.25,
37002111,8,7.5,9.4,9.25,4.25,6.5,,,
37012112,8.2,6.25,4,6.75,4.25,5.5,,,
37006113,7.2,7.5,7.4,,,,,7.5,9
37008106,5.2,7,,,,,7.75,6.5,
37014106,5.6,8.5,6.6,,,,9.75,9.25,9.5
37010112,8.2,6.75,,8,8.25,6,,7.4,
37002112,6.6,7.25,7.6,5.75,6.5,7.25,,,
37016106,5.6,6.25,3.6,,,,,8,
37004103,6,5.5,4.4,,,,7.5,7.5,9
37012113,8.2,7.75,6.6,7,4.75,6.5,,,
37006114,6.8,6.5,6.4,6,6,6.5,,,
37008107,5.8,6.25,5.4,,,,7.75,7.75,8.25
37010113,7.2,6.5,7.75,,,,9,7,5.75
37014107,8,8.75,8.2,,,,8.25,9.25,9.25
37002113,7.4,5.75,5.8,5.75,6.5,6,,,
37016107,6.8,6.75,3.8,,,,,8.5,
37004104,5.8,6.25,4.6,,,,5,6,8.75
37012114,7.6,6.5,5.8,8.25,7.75,6.5,,,
37006115,6.8,6.5,4.8,5.25,4.25,6.5,,,
37008108,7.8,7,4,,,,5.75,7.25,8
37010114,8.4,8.25,8.75,,,,9,7.8,8.25
37002114,7.2,6.75,7.4,8.5,3.75,5.25,,,
37014108,7.4,6,8.2,7.5,4.75,4.5,,,
37004105,3.8,5.75,4.6,,,,5,6.75,7
37016108,6.6,6.25,5.2,,,,,8.25,
37012115,7.6,8,5,,,,,7.75,9
37006116,7.6,7.75,6.2,,,,,8.5,7.75
37008109,6.6,6,5,,,,6.75,6.25,7.25
37010115,7.8,6.5,,7,9,6,,7.6,
37002115,8.4,6,4,8.5,4,6.5,,,
37014109,6.8,7.75,6.6,6.25,4,7.25,,,
37004106,4.2,5.25,3.8,,,,7.25,7.75,6
37012116,8.4,7.75,5.6,6.5,6,7,,,
37016109,4.4,6.5,4.8,,,,,5.5,
37006117,5.6,7.75,4.6,,,,,8,9.25
37008110,5.8,7.25,5.2,,,,7.75,8,9
37010116,8.8,7.5,,8.5,5.25,7.75,,9,
37002116,8.2,9,7.8,6.75,5.75,5.25,,,
37014110,5,7,5.8,,,,5.75,6,7.75
37012117,8.2,7.5,5.2,6.75,5,6.5,,,
37004107,7.6,4.5,3,,,,5,6.5,
37016110,6.4,6.75,4.4,,,,,6.75,
37006118,6.6,7.25,3.4,7.25,7.75,6,,,
37008111,4.6,7.25,4.4,,,,8,8,8.25
37010117,8.4,8.5,,6.75,8,5.25,,9,
37002117,6.4,7,7.6,7.5,3.25,5.25,,,
37014111,6.2,5.75,7.4,,,,3.75,6,7.75
37012118,5,7,3.8,,,,,6.75,5.75
37004108,4.6,4,5.6,,,,4,6.25,7.25
37016111,6.2,5,5.8,,,,,6.75,
37006119,7,8.25,5.8,6.5,8,5.5,,,
37010118,8.4,7.25,,8.75,8.75,7.75,,8.6,
37008112,6,8,4.2,,,,7.25,8,8.25
37002118,8.6,8.5,,,,,,9.25,9
37012119,7.4,6,5,6.5,7.25,5.75,,,
37014112,7.8,8.75,7.2,,,,7.75,9,8.75
37004109,6.8,5.25,,,,,6.25,7.5,
37006120,4.6,6.75,3.2,,,,,5.75,7.5
37016112,5.6,5.75,5.2,,,,,5.25,
37010119,7.4,8,6.25,,,,8,7.2,8.25
37002119,6.2,6,3.2,,,,,5.25,7.5
37008113,5.2,7,5.2,,,,6,7,7.75
37012120,5.8,6.5,4,,,,,6,7
37014113,7,7.5,7.6,,,,8.5,8.25,9.75
37004110,4.2,4.5,,,,,5.5,6.75,
37006121,7.6,8.25,3.4,6,5.25,7.5,,,
37016113,3,3,6.2,,,,,4.75,
37010120,7.6,8.25,9,,,,8.5,8.6,8.75
37002120,7.8,5.5,,7.75,7.75,5.75,,,
37008114,7.4,7.25,6.8,,,,6.5,7,8.25
37012121,8,8.5,7.6,,,,,8.5,8.75
37014114,8,8.25,7,,,,6.75,7.25,8
37006122,7.6,7,5,,,,,7.25,8
37004111,7.2,7.5,,,,,5.5,6.25,
37016114,6.8,4,5.6,,,,,6.75,
37010121,6.8,7,8.25,,,,8.75,7,7
37002121,7.8,6.25,8.6,7.75,6,7,,,
37008115,6.2,6.5,5.2,,,,7,6.75,8.75
